chr	start	end	ensGene	UniProt	symbol	TargetFullName	extGene	Target	UniProts	SOMAMER_ID
11	66330934	66336312	ENSG00000174080	Q9UBX1	CTSF	Cathepsin F	CTSF	CATF	Q9UBX1	CTSF.9212.22.3
11	66615704	66725847	ENSG00000173599	P11498	PC	Pyruvate carboxylase, mitochondrial	PC	pyruvate carboxylase	P11498	PC.13990.1.3
11	66824289	66839484	ENSG00000173156	O00212	RHOD	Rho-related GTP-binding protein RhoD	RHOD	RHOD	O00212	RHOD.12442.4.3
11	67033881	67054027	ENSG00000173020	P25098	ADRBK1	beta-adrenergic receptor kinase 1	ADRBK1	BARK1	P25098	ADRBK1.3347.9.2
11	67131639	67141648	ENSG00000175505	Q9UBD9	CRLF1 CLCF1	Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex	CLCF1	CLF-1/CLC Complex	O75462,Q9UBD9	CRLF1.CLCF1.2607.54.2
11	67351066	67354131	ENSG00000084207	P09211	GSTP1	Glutathione S-transferase P	GSTP1	Glutathione S-transferase Pi	P09211	GSTP1.13576.15.3
11	67351066	67354131	ENSG00000084207	P09211	GSTP1	Glutathione S-transferase P	GSTP1	Glutathione S-transferase Pi	P09211	GSTP1.4911.49.2
11	67395409	67397401	ENSG00000167799	Q8WV74	NUDT8	Nucleoside diphosphate-linked moiety X motif 8, mitochondrial	NUDT8	NUDT8	Q8WV74	NUDT8.7872.5.3
11	67758575	67772452	ENSG00000110057	Q9H1C4	UNC93B1	Protein unc-93 homolog B1	UNC93B1	UN93B	Q9H1C4	UNC93B1.13487.24.3
11	67776048	67796744	ENSG00000006534	P43353	ALDH3B1	Aldehyde dehydrogenase family 3 member B1	ALDH3B1	AL3B1	P43353	ALDH3B1.12940.35.3
11	68451247	68458643	ENSG00000069482	P22466	GAL	Galanin peptides	GAL	GALA	P22466	GAL.13389.8.3
11	69513000	69519410	ENSG00000162344	O95750	FGF19	Fibroblast growth factor 19	FGF19	FGF-19	O95750	FGF19.2762.30.2
11	69587797	69590171	ENSG00000075388	P08620	FGF4	Fibroblast growth factor 4	FGF4	FGF-4	P08620	FGF4.4123.60.2
11	71544246	71548756	ENSG00000184276	Q8NET1	DEFB108B	Beta-defensin 108B	DEFB108B	D108B	Q8NET1	DEFB108B.5611.56.3
11	71709587	71716761	ENSG00000137496	O95998	IL18BP	Interleukin-18-binding protein	IL18BP	IL-18 BPa	O95998	IL18BP.3073.51.2
11	72003469	72145692	ENSG00000162129	Q9H078	CLPB	Caseinolytic peptidase B protein homolog	CLPB	CLPB	Q9H078	CLPB.11860.3.3
11	72287185	72385635	ENSG00000186642	O00408	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase	PDE2A	cGMP-stimulated PDE	O00408	PDE2A.5246.64.3
11	73087309	73108519	ENSG00000054967	Q969Z4	RELT	Tumor necrosis factor receptor superfamily member 19L	RELT	RELT	Q969Z4	RELT.14112.40.3
11	73087309	73108519	ENSG00000054967	Q969Z4	RELT	Tumor necrosis factor receptor superfamily member 19L	RELT	RELT	Q969Z4	RELT.5115.31.3
11	74165886	74178774	ENSG00000175538	Q9Y6H6	KCNE3	Potassium voltage-gated channel subfamily E member 3	KCNE3	KCNE3	Q9Y6H6	KCNE3.8067.21.3
11	74407474	74442430	ENSG00000054938	Q6WN34	CHRDL2	Chordin-like protein 2	CHRDL2	CRDL2	Q6WN34	CHRDL2.6086.15.3
11	74975226	75062873	ENSG00000137486	P49407	ARRB1	Beta-arrestin-1	ARRB1	ARRB1	P49407	ARRB1.12643.4.3
11	75110530	75133324	ENSG00000149273	P23396	RPS3	40S ribosomal protein S3	RPS3	RS3	P23396	RPS3.5026.66.1
11	76745385	76753096	ENSG00000198488	Q6ZMB0	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3GNT6	B3GN6	Q6ZMB0	B3GNT6.7082.2.3
11	76745442	76753017	ENSG00000262264	Q6ZMB0	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3GNT6	B3GN6	Q6ZMB0	B3GNT6.7082.2.3
11	78363876	79151992	ENSG00000149256	Q6N022	TENM4	Teneurin-4	TENM4	TEN4	Q6N022	TENM4.11365.17.3
11	82534544	82681626	ENSG00000137509	P42785	PRCP	Lysosomal Pro-X carboxypeptidase	PRCP	Prolylcarboxypeptidase	P42785	PRCP.5722.78.3
11	82970139	82997450	ENSG00000137500	Q9GZT6	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	CCDC90B	CC90B	Q9GZT6	CCDC90B.7792.58.3
11	88026760	88070955	ENSG00000109861	P53634	CTSC	Dipeptidyl peptidase 1	CTSC	CATC	P53634	CTSC.3178.5.2
11	89864683	89926062	ENSG00000077616	Q9Y3Q0	NAALAD2	N-acetylated-alpha-linked acidic dipeptidase 2	NAALAD2	NALD2	Q9Y3Q0	NAALAD2.7986.98.3
11	93754527	93846917	ENSG00000181333	Q6MZM0	HEPHL1	Hephaestin-like protein 1	HEPHL1	HPHL1	Q6MZM0	HEPHL1.6354.13.3
11	94152895	94227074	ENSG00000020922	P49959	MRE11A	Double-strand break repair protein MRE11A	MRE11A	MRE11	P49959	MRE11A.11319.106.3
11	95523129	95565857	ENSG00000166037	Q86XR8	CEP57	Centrosomal protein of 57 kDa	CEP57	CEP57	Q86XR8	CEP57.11276.1.3
11	95523129	95565857	ENSG00000166037	Q86XR8	CEP57	Centrosomal protein of 57 kDa	CEP57	CEP57	Q86XR8	CEP57.9067.152.3
11	95523129	95565857	ENSG00000166037	Q86XR8	CEP57	Centrosomal protein of 57 kDa	CEP57	CEP57	Q86XR8	CEP57.9905.8.3
11	98891683	100229616	ENSG00000149972	O94779	CNTN5	Contactin-5	CNTN5	Contactin-5	O94779	CNTN5.3299.29.2
11	102188215	102210134	ENSG00000023445	Q13489	BIRC3	Baculoviral IAP repeat-containing protein 3	BIRC3	cIAP-2	Q13489	BIRC3.4973.18.1
11	102391239	102401484	ENSG00000137673	P09237	MMP7	Matrilysin	MMP7	MMP-7	P09237	MMP7.8475.15.3
11	102582526	102597781	ENSG00000118113	P22894	MMP8	Neutrophil collagenase	MMP8	MMP-8	P22894	MMP8.2954.56.2
11	102641234	102651359	ENSG00000166670	P09238	MMP10	Stromelysin-2	MMP10	MMP-10	P09238	MMP10.3743.1.2
11	102641234	102651359	ENSG00000166670	P09238	MMP10	Stromelysin-2	MMP10	MMP-10	P09238	MMP10.8479.4.3
11	102733467	102745764	ENSG00000262406	P39900	MMP12	Macrophage metalloelastase	MMP12	MMP-12	P39900	MMP12.4496.60.2
11	102813724	102826463	ENSG00000137745	P45452	MMP13	Collagenase 3	MMP13	MMP-13	P45452	MMP13.4925.54.2
11	102813725	102826464	ENSG00000262325	P45452	MMP13	Collagenase 3	MMP13	MMP-13	P45452	MMP13.4925.54.2
11	102932805	102962944	ENSG00000137692	Q9BTE7	DCUN1D5	DCN1-like protein 5	DCUN1D5	DCNL5	Q9BTE7	DCUN1D5.8760.10.3
11	103777914	104035107	ENSG00000170962	Q9GZP0	PDGFD	Platelet-derived growth factor D	PDGFD	PDGFD	Q9GZP0	PDGFD.9341.1.3
11	105480721	105852819	ENSG00000152578	P48058	GRIA4	Glutamate receptor 4	GRIA4	GRIA4	P48058	GRIA4.10760.107.3
11	108342832	108369159	ENSG00000178202	Q7Z4H8	KDELC2	KDEL motif-containing protein 2	KDELC2	KDEL2	Q7Z4H8	KDELC2.8296.117.3
11	111411005	111432264	ENSG00000204381	Q6UX15	LAYN	Layilin	LAYN	Layilin	Q6UX15	LAYN.2635.61.2
11	112097088	112140678	ENSG00000150787	Q03393	PTS	6-pyruvoyl tetrahydrobiopterin synthase	PTS	PTPS	Q03393	PTS.12014.19.3
11	112831997	113149158	ENSG00000262279	P13591	NCAM1	Neural cell adhesion molecule 1, 120 kDa isoform	NCAM1	NCAM-120	P13591	NCAM1.4498.62.2
11	112831997	113149158	ENSG00000149294	P13591	NCAM1	Neural cell adhesion molecule 1, 120 kDa isoform	NCAM1	NCAM-120	P13591	NCAM1.4498.62.2
11	112831997	113149158	ENSG00000262279	P13591	NCAM1	Neural cell adhesion molecule 1	NCAM1	NCAM1	P13591	NCAM1.7746.230.3
11	112831997	113149158	ENSG00000149294	P13591	NCAM1	Neural cell adhesion molecule 1	NCAM1	NCAM1	P13591	NCAM1.7746.230.3
11	113558272	113577095	ENSG00000166682	Q9H3S3	TMPRSS5	Transmembrane protease serine 5	TMPRSS5	Spinesin	Q9H3S3	TMPRSS5.8002.27.3
11	114310108	114321001	ENSG00000076043	Q9Y3B8	REXO2	Oligoribonuclease, mitochondrial	REXO2	ORN	Q9Y3B8	REXO2.13590.1.3
11	115039938	115375675	ENSG00000182985	Q9BY67	CADM1	Cell adhesion molecule 1	CADM1	Nectin-like protein 2	Q9BY67	CADM1.3326.58.2
11	116660083	116663136	ENSG00000110243	Q6Q788	APOA5	Apolipoprotein A-V	APOA5	Apo A-V	Q6Q788	APOA5.11318.20.3
11	116660083	116663136	ENSG00000110243	Q6Q788	APOA5	Apolipoprotein A-V	APOA5	Apo A-V	Q6Q788	APOA5.12908.15.3
11	117014983	117047610	ENSG00000168092	P68402	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH1B2	PAFAH beta subunit	P68402	PAFAH1B2.2642.4.1
11	117070037	117075498	ENSG00000149591	Q01995	TAGLN	Transgelin	TAGLN	TAGL	Q01995	TAGLN.9756.6.3
11	117075053	117103241	ENSG00000160613	Q16549	PCSK7	Proprotein convertase subtilisin/kexin type 7	PCSK7	PCSK7	Q16549	PCSK7.4459.68.2
11	118032666	118047388	ENSG00000149575	O60939	SCN2B	Sodium channel subunit beta-2	SCN2B	SCN2B	O60939	SCN2B.8353.15.3
11	118064455	118095809	ENSG00000160593	Q86YT9	AMICA1	Junctional adhesion molecule-like	AMICA1	JAML1	Q86YT9	AMICA1.5094.62.3
11	118064455	118095809	ENSG00000160593	Q86YT9	AMICA1	Junctional adhesion molecule-like	AMICA1	JAML1	Q86YT9	AMICA1.8232.90.3
11	118175260	118186890	ENSG00000198851	P07766	CD3E	T-cell surface glycoprotein CD3 epsilon chain	CD3E	CD3E	P07766	CD3E.8069.85.3
11	118215059	118225876	ENSG00000160654	P09693	CD3G	T-cell surface glycoprotein CD3 gamma chain	CD3G	CD3G	P09693	CD3G.7924.7.3
11	118955575	118964258	ENSG00000261883	P08397	HMBS	Porphobilinogen deaminase	HMBS	HEM3	P08397	HMBS.11530.37.3
11	118955576	118964259	ENSG00000256269	P08397	HMBS	Porphobilinogen deaminase	HMBS	HEM3	P08397	HMBS.11530.37.3
11	119076752	119178859	ENSG00000110395	P22681	CBL	E3 ubiquitin-protein ligase CBL	CBL	CBL	P22681	CBL.12016.60.3
11	119209652	119217383	ENSG00000223953	Q9BXJ0	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	C1QTNF5	C1QTNF5	Q9BXJ0	C1QTNF5.7810.20.3
11	120081475	120101041	ENSG00000184232	Q86UD1	OAF	Out at first protein homolog	OAF	OAF	Q86UD1	OAF.6414.8.3
11	122709208	122743347	ENSG00000109943	O95727	CRTAM	Cytotoxic and regulatory T-cell molecule	CRTAM	CRTAM	O95727	CRTAM.5068.54.3
11	122709208	122743347	ENSG00000109943	O95727	CRTAM	Cytotoxic and regulatory T-cell molecule	CRTAM	CRTAM	O95727	CRTAM.7968.15.3
11	122943035	123065989	ENSG00000166250	Q9H6B4	CLMP	CXADR-like membrane protein	CLMP	ACAM	Q9H6B4	CLMP.10440.26.3
11	122943035	123065989	ENSG00000166250	Q9H6B4	CLMP	CXADR-like membrane protein	CLMP	ACAM	Q9H6B4	CLMP.9585.80.3
11	124503009	124565603	ENSG00000110013	Q9HAT2	SIAE	Sialate O-acetylesterase	SIAE	SIAE	Q9HAT2	SIAE.9263.57.3
11	124617368	124622134	ENSG00000019102	Q96IQ7	VSIG2	V-set and immunoglobulin domain-containing protein 2	VSIG2	VSIG2	Q96IQ7	VSIG2.8018.43.3
11	124622026	124632186	ENSG00000149564	Q96AP7	ESAM	Endothelial cell-selective adhesion molecule	ESAM	ESAM	Q96AP7	ESAM.2981.9.3
11	124622026	124632186	ENSG00000149564	Q96AP7	ESAM	Endothelial cell-selective adhesion molecule	ESAM	ESAM	Q96AP7	ESAM.7841.84.3
11	124735282	124751366	ENSG00000154134	Q96MS0	ROBO3	Roundabout homolog 3	ROBO3	ROBO3	Q96MS0	ROBO3.5117.14.3
11	125495036	125546150	ENSG00000149554	O14757	CHEK1	Serine/threonine-protein kinase Chk1	CHEK1	CHK1	O14757	CHEK1.2853.68.2
11	125616188	125619762	ENSG00000171053	Q8WXA2	PATE1	Prostate and testis expressed protein 1	PATE1	PATE	Q8WXA2	PATE1.8386.11.3
11	125703211	125709964	ENSG00000237353	P0C8F1	PATE4	Prostate and testis expressed protein 4	PATE4	PATE4	P0C8F1	PATE4.8065.245.3
11	125773271	125793158	ENSG00000109832	Q9UHL0	DDX25	ATP-dependent RNA helicase DDX25	DDX25	DDX25	Q9UHL0	DDX25.13984.23.3
11	125825691	125933230	ENSG00000064309	Q4KMG0	CDON	Cell adhesion molecule-related/down-regulated by oncogenes	CDON	CDON	Q4KMG0	CDON.4541.49.2
11	126152960	126168740	ENSG00000150455	P58753	TIRAP	Toll/interleukin-1 receptor domain-containing adapter protein	TIRAP	Tirap	P58753	TIRAP.9839.148.3
11	126293254	126873355	ENSG00000149571	Q8IZU9	KIRREL3	Kin of IRRE-like protein 3	KIRREL3	KIRR3	Q8IZU9	KIRREL3.4557.61.2
11	129939732	130014699	ENSG00000084234	Q06481	APLP2	Amyloid-like protein 2	APLP2	APLP2	Q06481	APLP2.10627.87.3
11	129939732	130014699	ENSG00000084234	Q06481	APLP2	Amyloid-like protein 2	APLP2	APLP2	Q06481	APLP2.7915.31.3
11	130318869	130346532	ENSG00000166106	Q8TE58	ADAMTS15	A disintegrin and metalloproteinase with thrombospondin motifs 15	ADAMTS15	ATS15	Q8TE58	ADAMTS15.4533.76.2
11	132284871	133402414	ENSG00000183715	Q14982	OPCML	Opioid-binding protein/cell adhesion molecule	OPCML	OBCAM	Q14982	OPCML.3634.5.4
11	133938820	134021896	ENSG00000166086	Q9BX67	JAM3	Junctional adhesion molecule C	JAM3	JAM-C	Q9BX67	JAM3.2998.53.2
11	134118173	134123264	ENSG00000151500	Q9P016	THYN1	Thymocyte nuclear protein 1	THYN1	THYN1	Q9P016	THYN1.12424.107.3
12	1929433	1945918	ENSG00000166159	Q8N967	LRTM2	Leucine-rich repeat and transmembrane domain-containing protein 2	LRTM2	LRTM2	Q8N967	LRTM2.8906.60.3
12	3068496	3149839	ENSG00000197905	Q15561	TEAD4	Transcriptional enhancer factor TEF-3	TEAD4	TEAD4	Q15561	TEAD4.12516.13.3
12	3900213	3982608	ENSG00000111224	Q9NR21	PARP11	Poly [ADP-ribose] polymerase 11	PARP11	PAR11	Q9NR21	PARP11.12882.7.3
12	4430371	4462338	ENSG00000078237	Q9NQ88	TIGAR	Fructose-2,6-bisphosphatase TIGAR	C12orf5	TIGAR	Q9NQ88	TIGAR.12476.50.3
12	4477393	4488894	ENSG00000118972	Q9GZV9	FGF23	Fibroblast growth factor 23	FGF23	FGF23	Q9GZV9	FGF23.3807.1.2
12	4537321	4554780	ENSG00000111241	P10767	FGF6	Fibroblast growth factor 6	FGF6	FGF-6	P10767	FGF6.4130.71.1
12	5541278	5630702	ENSG00000185652	P20783	NTF3	Neurotrophin-3	NTF3	Neurotrophin-3	P20783	NTF3.4145.58.2
12	6437923	6451280	ENSG00000067182	P19438	TNFRSF1A	Tumor necrosis factor receptor superfamily member 1A	TNFRSF1A	TNF sR-I	P19438	TNFRSF1A.2654.19.1
12	6484211	6500733	ENSG00000111321	P36941	LTBR	Tumor necrosis factor receptor superfamily member 3	LTBR	Lymphotoxin b R	P36941	LTBR.2636.10.2
12	6560856	6575683	ENSG00000139192	Q9BX59	TAPBPL	Tapasin-related protein	TAPBPL	TPSNR	Q9BX59	TAPBPL.6364.7.3
12	6802958	6809966	ENSG00000139200	Q8IYJ0	PIANP	PILR alpha-associated neural protein	PIANP	PIANP	Q8IYJ0	PIANP.14114.18.3
12	6802958	6809966	ENSG00000139200	Q8IYJ0	PIANP	PILR alpha-associated neural protein	PIANP	PIANP	Q8IYJ0	PIANP.9599.6.3
12	6881678	6887621	ENSG00000089692	P18627	LAG3	Lymphocyte activation gene 3 protein	LAG3	LAG-3	P18627	LAG3.5099.14.3
12	6881678	6887621	ENSG00000089692	P18627	LAG3	Lymphocyte activation gene 3 protein	LAG3	LAG-3	P18627	LAG3.9950.229.3
12	6896024	6929974	ENSG00000268779	P01730	CD4	T-cell surface glycoprotein CD4	CD4	sCD4	P01730	CD4.3143.3.1
12	6896024	6929974	ENSG00000010610	P01730	CD4	T-cell surface glycoprotein CD4	CD4	sCD4	P01730	CD4.3143.3.1
12	6976283	6980112	ENSG00000111669	P60174	TPI1	Triosephosphate isomerase	TPI1	Triosephosphate isomerase	P60174	TPI1.4309.59.3
12	6976283	6980112	ENSG00000268548	P60174	TPI1	Triosephosphate isomerase	TPI1	Triosephosphate isomerase	P60174	TPI1.4309.59.3
12	7022909	7032861	ENSG00000111674	P09104	ENO2	Gamma-enolase	ENO2	NSE	P09104	ENO2.10339.48.3
12	7022909	7032861	ENSG00000269528	P09104	ENO2	Gamma-enolase	ENO2	NSE	P09104	ENO2.10339.48.3
12	7022909	7032861	ENSG00000269528	P09104	ENO2	Gamma-enolase	ENO2	NSE	P09104	ENO2.11083.23.3
12	7022909	7032861	ENSG00000111674	P09104	ENO2	Gamma-enolase	ENO2	NSE	P09104	ENO2.11083.23.3
12	7242183	7261869	ENSG00000139178	Q9NZP8	C1RL	Complement C1r subcomponent-like protein	C1RL	C1RL1	Q9NZP8	C1RL.9348.1.3
12	7282294	7311541	ENSG00000139182	Q9BQT9	CLSTN3	Calsyntenin-3	CLSTN3	Alcadein-beta	Q9BQT9	CLSTN3.6291.55.3
12	7341281	7371170	ENSG00000139197	P50542	PEX5	Peroxisomal targeting signal 1 receptor	PEX5	PEX5	P50542	PEX5.5915.58.3
12	7623409	7656489	ENSG00000177575	Q86VB7	CD163	Scavenger receptor cysteine-rich type 1 protein M130	CD163	sCD163	Q86VB7	CD163.5028.59.1
12	8185299	8208099	ENSG00000065970	Q9P0K8	FOXJ2	Forkhead box protein J2	FOXJ2	FOXJ2	Q9P0K8	FOXJ2.14204.55.3
12	8608522	8630926	ENSG00000205846	Q6EIG7	CLEC6A	C-type lectin domain family 6 member A	CLEC6A	CLC6A	Q6EIG7	CLEC6A.6911.103.3
12	8662071	8674962	ENSG00000166527	Q8WXI8	CLEC4D	C-type lectin domain family 4 member D	CLEC4D	CLC4D	Q8WXI8	CLEC4D.7752.31.3
12	8685901	8693559	ENSG00000166523	Q9ULY5	CLEC4E	C-type lectin domain family 4 member E	CLEC4E	CLC4E	Q9ULY5	CLEC4E.7077.9.4
12	8789942	8815484	ENSG00000197614	Q13361	MFAP5	Microfibrillar-associated protein 5	MFAP5	MFAP5	Q13361	MFAP5.6440.31.3
12	9092959	9102551	ENSG00000003056	P20645	M6PR	Cation-dependent mannose-6-phosphate receptor	M6PR	MPRD	P20645	M6PR.10491.21.3
12	9817565	9848413	ENSG00000069493	Q9UHP7	CLEC2D	C-type lectin domain family 2 member D	CLEC2D	CLC2D	Q9UHP7	CLEC2D.7054.87.3
12	9868456	9885895	ENSG00000184293	Q8IZS7	CLECL1	C-type lectin-like domain family 1	CLECL1	CLCL1	Q8IZS7	CLECL1.14308.192.3
12	9980077	9997606	ENSG00000150045	Q9NZS2	KLRF1	Killer cell lectin-like receptor subfamily F member 1	KLRF1	KLRF1	Q9NZS2	KLRF1.5098.79.3
12	9980077	9997606	ENSG00000150045	Q9NZS2	KLRF1	Killer cell lectin-like receptor subfamily F member 1	KLRF1	KLRF1	Q9NZS2	KLRF1.7756.37.3
12	10005583	10022735	ENSG00000110852	Q92478	CLEC2B	C-type lectin domain family 2 member B	CLEC2B	CLC2B	Q92478	CLEC2B.7786.83.3
12	10051272	10084980	ENSG00000188393	Q6UVW9	CLEC2A	C-type lectin domain family 2 member A	CLEC2A	CLC2A	Q6UVW9	CLEC2A.10953.14.3
12	10103915	10148293	ENSG00000172322	Q5QGZ9	CLEC12A	C-type lectin domain family 12 member A	CLEC12A	CL12A	Q5QGZ9	CLEC12A.11187.11.3
12	10269376	10282857	ENSG00000172243	Q9BXN2	CLEC7A	C-type lectin domain family 7 member A	CLEC7A	CLC7A	Q9BXN2	CLEC7A.3603.60.5
12	10310902	10324737	ENSG00000173391	P78380	OLR1	Oxidized low-density lipoprotein receptor 1	OLR1	OLR1	P78380	OLR1.3636.37.4
12	10365057	10375727	ENSG00000139112	Q9H0R8	GABARAPL1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	GBRL1	Q9H0R8	GABARAPL1.12661.44.3
12	10524952	10544473	ENSG00000213809	P26718	KLRK1	NKG2-D type II integral membrane protein	KLRK1	NKG2D	P26718	KLRK1.14095.1.3
12	10524952	10544473	ENSG00000213809	P26718	KLRK1	NKG2-D type II integral membrane protein	KLRK1	NKG2D	P26718	KLRK1.3056.11.1
12	10564911	10573194	ENSG00000205810	Q07444	KLRC3	NKG2-E type II integral membrane protein	KLRC3	NKG2E	Q07444	KLRC3.11571.75.3
12	10564911	10573194	ENSG00000205810	Q07444	KLRC3	NKG2-E type II integral membrane protein	KLRC3	NKG2E	Q07444	KLRC3.7795.14.3
12	10594863	10607284	ENSG00000134545	P26715	KLRC1	NKG2-A/NKG2-B type II integral membrane protein	KLRC1	NKG2A	P26715	KLRC1.5629.58.3
12	11081835	11084940	ENSG00000134551	P02810	PRH1	Salivary acidic proline-rich phosphoprotein 1/2	PRH2	PRPC	P02810	PRH1.10502.15.3
12	11081835	11084940	ENSG00000273050	P02810	PRH1	Salivary acidic proline-rich phosphoprotein 1/2	PRH2	PRPC	P02810	PRH1.10502.15.3
12	11081835	11084940	ENSG00000272803	P02810	PRH1	Salivary acidic proline-rich phosphoprotein 1/2	PRH2	PRPC	P02810	PRH1.10502.15.3
12	11460017	11463369	ENSG00000230657	P10163	PRB4	Basic salivary proline-rich protein 4	PRB4	PRB4	P10163	PRB4.12590.67.3
12	12482198	12503475	ENSG00000111261	Q9H8J5	MANSC1	MANSC domain-containing protein 1	MANSC1	MANS1	Q9H8J5	MANSC1.9557.5.3
12	12628829	12715317	ENSG00000111266	Q9BY84	DUSP16	Dual specificity protein phosphatase 16	DUSP16	DUS16	Q9BY84	DUSP16.14631.22.3
12	12867992	12875305	ENSG00000111276	P46527	CDKN1B	Cyclin-dependent kinase inhibitor 1B	CDKN1B	p27Kip1	P46527	CDKN1B.3719.2.2
12	13197218	13295455	ENSG00000084444	A2RU67	KIAA1467	Uncharacterized protein KIAA1467	KIAA1467	K1467	A2RU67	KIAA1467.7892.132.3
12	14656595	14721283	ENSG00000121316	Q6P4A8	PLBD1	Phospholipase B-like 1	PLBD1	PLBL1	Q6P4A8	PLBD1.6315.58.3
12	14978503	14996429	ENSG00000111339	Q93070	ART4	Ecto-ADP-ribosyltransferase 4	ART4	ART4	Q93070	ART4.6576.1.3
12	15094951	15114662	ENSG00000111348	P52566	ARHGDIB	Rho GDP-dissociation inhibitor 2	ARHGDIB	Rho-GDI beta	P52566	ARHGDIB.9846.32.3
12	20522179	20837315	ENSG00000172572	Q14432	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	PDE3A	PDE3A	Q14432	PDE3A.5254.69.3
12	21621845	21654603	ENSG00000004700	P46063	RECQL	ATP-dependent DNA helicase Q1	RECQL	RECQ1	P46063	RECQL.11431.235.3
12	21788276	21910791	ENSG00000111716	P07195	LDHB	L-lactate dehydrogenase B chain	LDHB	LDH-H 1	P07195	LDHB.3890.8.2
12	22778009	22843599	ENSG00000139163	Q9HBU6	ETNK1	Ethanolamine kinase 1	ETNK1	EKI1	Q9HBU6	ETNK1.8328.9.3
12	25173936	25261268	ENSG00000118308	Q12912	LRMP	Lymphoid-restricted membrane protein	LRMP	LRMP	Q12912	LRMP.10704.91.3
12	25357723	25403870	ENSG00000133703	P01116	KRAS	GTPase KRas	KRAS	K-ras	P01116	KRAS.5193.51.3
12	27619743	27655118	ENSG00000165935	A6NFE2	SMCO2	Single-pass membrane and coiled-coil domain-containing protein 2	SMCO2	CL070	A6NFE2	SMCO2.7925.18.3
12	27915671	27924209	ENSG00000205693	A6NHS7	MANSC4	MANSC domain-containing protein 4	MANSC4	MANS4	A6NHS7	MANSC4.9578.263.3
12	28111017	28125638	ENSG00000087494	P12272	PTHLH	Parathyroid hormone-related protein	PTHLH	PTHrP	P12272	PTHLH.2962.50.2
12	40590546	40763087	ENSG00000188906	Q5S007	LRRK2	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	LRRK2	Q5S007	LRRK2.10990.21.3
12	42475647	42538681	ENSG00000151233	Q4G148	GXYLT1	Glucoside xylosyltransferase 1	GXYLT1	GXLT1	Q4G148	GXYLT1.8229.1.3
12	44187526	44200178	ENSG00000151239	Q12792	TWF1	Twinfilin-1	TWF1	TWF1	Q12792	TWF1.12871.10.3
12	44902058	45315631	ENSG00000184613	Q99435	NELL2	Protein kinase C-binding protein NELL2	NELL2	NELL2	Q99435	NELL2.6022.57.3
12	48103517	48119350	ENSG00000111405	P21128	ENDOU	Poly(U)-specific endoribonuclease	ENDOU	PP11	P21128	ENDOU.5656.53.3
12	49250928	49259681	ENSG00000172602	Q92730	RND1	Rho-related GTP-binding protein Rho6	RND1	RND1	Q92730	RND1.13574.50.3
12	49329506	49351334	ENSG00000134287	P61204	ARF3	ADP-ribosylation factor 3	ARF3	ARF3	P61204	ARF3.12578.13.3
12	49396057	49412980	ENSG00000181929	P54619	PRKAA1 PRKAB1  PRKAG1	AMP Kinase (alpha1beta1gamma1)	PRKAG1	AMPK a1b1g1	P54619,Q13131,Q9Y478	PRKAA1.PRKAB1.PRKAG1.5183.53.3
12	49396057	49412980	ENSG00000181929	P54619	PRKAA2 PRKAB2 PRKAG1	AMP Kinase (alpha2beta2gamma1)	PRKAG1	AMPK a2b2g1	O43741,P54619,P54646	PRKAA2.PRKAB2.PRKAG1.5245.40.5
12	49412758	49453557	ENSG00000167548	O14686	MLL2	Histone-lysine N-methyltransferase 2D	KMT2D	MLL2	O14686	MLL2.13623.4.3
12	49483204	49488602	ENSG00000139549	O43323	DHH	Desert hedgehog protein N-product	DHH	DHH	O43323	DHH.4389.2.1
12	49726200	49730971	ENSG00000186897	Q86Z23	C1QL4	Complement C1q-like protein 4	C1QL4	C1QL4	Q86Z23	C1QL4.7132.55.3
12	50370706	50426919	ENSG00000161800	Q9H0H5	RACGAP1	Rac GTPase-activating protein 1	RACGAP1	RGAP1	Q9H0H5	RACGAP1.13587.10.3
12	50523575	50561288	ENSG00000139624	Q8N5B7	CERS5	Ceramide synthase 5	CERS5	CERS5	Q8N5B7	CERS5.13494.6.3
12	51785101	51902980	ENSG00000050438	Q2Y0W8	SLC4A8	Electroneutral sodium bicarbonate exchanger 1	SLC4A8	S4A8	Q2Y0W8	SLC4A8.12798.46.3
12	52300692	52317145	ENSG00000139567	P37023	ACVRL1	Serine/threonine-protein kinase receptor R3	ACVRL1	ALK-1	P37023	ACVRL1.2969.11.1
12	52345451	52390862	ENSG00000135503	P36896	ACVR1B	Activin receptor type-1B	ACVR1B	Activin RIB	P36896	ACVR1B.2806.49.2
12	52416616	52453291	ENSG00000123358	P22736	NR4A1	Nuclear receptor subfamily 4 group A member 1	NR4A1	NR4A1	P22736	NR4A1.8089.173.3
