Sequence ID	Full Name	Target Name	UniProt ID	Entrez Gene Name
18237-29	Nuclear receptor-interacting protein 3	NRIP3	Q9NQ35	NRIP3
18240-6	Olfactory marker protein	OMP	P47874	OMP
18241-18	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	HEM6	P36551	CPOX
18242-8	Sperm surface protein Sp17	Sperm protein 17	Q15506	SPA17
18243-9	UMP-CMP kinase	Cytidylate kinase	P30085	CMPK1
18244-1	Annexin A7	ANXA7	P20073	ANXA7
18253-8	Single-stranded DNA-binding protein, mitochondrial	SSB	Q04837	SSBP1
18255-6	NADH-cytochrome b5 reductase 1	NB5R1	Q9UHQ9	CYB5R1
18257-64	Signal recognition particle 19 kDa protein	SRP19	P09132	SRP19
18259-15	Homeobox protein MOX-2	MEOX2	P50222	MEOX2
18261-34	Protein NATD1	NATD1	Q8N6N6	NATD1
18264-12	Coiled-coil domain-containing protein 25	CCD25	Q86WR0	CCDC25
18265-18	Zinc finger protein 34	ZNF34	Q8IZ26	ZNF34
18267-74	Caspase recruitment domain-containing protein 17	CAR17	Q5XLA6	CARD17
18268-5	G antigen 2A	GAG2A	Q6NT46	GAGE2A
18270-10	Transcription initiation factor TFIID subunit 10	TAF10	Q12962	TAF10
18271-43	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	OXSM	Q9NWU1	OXSM
18273-14	G antigen 2D	GGE2D	Q9UEU5	GAGE2D
18274-2	Small EDRK-rich factor 2	SERF2	P84101	SERF2
18275-5	Cysteine-rich protein 1	CRIP1	P50238	CRIP1
18276-34	T-cell leukemia/lymphoma protein 1B	TCL1B	O95988	TCL1B
18277-28	TP53-regulated inhibitor of apoptosis 1	TRIA1	O43715	TRIAP1
18280-29	Putative D-tyrosyl-tRNA(Tyr) deacylase 2	DTD2	Q96FN9	DTD2
18282-1	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11	GBG11	P61952	GNG11
18284-77	Protein KIBRA	WWC1	Q8IX03	WWC1
18285-6	Small VCP/p97-interacting protein	SVIP	Q8NHG7	SVIP
18286-3	ZW10 interactor	ZWINT	O95229	ZWINT
18289-16	C-C motif chemokine 15	MIP-5	Q16663	CCL15
18290-6	Annexin A8	Annexin A8	P13928	ANXA8
18291-8	Cyclin-dependent kinase inhibitor 1	p21	P38936	CDKN1A
18294-26	Transcription factor SOX-2	SOX2	P48431	SOX2
18295-102	Glyoxylate reductase/hydroxypyruvate reductase	GRHPR	Q9UBQ7	GRHPR
18297-8	Ras-related protein M-Ras	RASM	O14807	MRAS
18299-13	Calpain small subunit 1	CPNS1	P04632	CAPNS1
18300-39	Transcriptional activator protein Pur-beta	PURB	Q96QR8	PURB
18301-10	Nuclear apoptosis-inducing factor 1	NAIF1	Q69YI7	NAIF1
18302-204	Protein zwilch homolog	ZWILC	Q9H900	ZWILCH
18303-39	Neurogranin	NEUG	Q92686	NRGN
18304-19	BRCA2 and CDKN1A-interacting protein	BCCIP	Q9P287	BCCIP
18306-1	Paralemmin-1	PALM	O75781	PALM
18307-71	Inorganic pyrophosphatase 2, mitochondrial	PPase 2	Q9H2U2	PPA2
18308-30	Syntaxin-binding protein 6	STXB6	Q8NFX7	STXBP6
18309-18	Citrate synthase, mitochondrial	CISY	O75390	CS
18310-26	Selenoprotein W	SELW	P63302	SELENOW
18311-44	Dynactin subunit 6	DCTN6	O00399	DCTN6
18312-68	Protein NDRG3	NDRG3	Q9UGV2	NDRG3
18313-4	Isoaspartyl peptidase/L-asparaginase	Asparaginase-like protein 1	Q7L266	ASRGL1
18314-88	Paired box protein Pax-8	PAX-8	Q06710	PAX8
18315-38	Receptor-transporting protein 4	RTP4	Q96DX8	RTP4
18316-75	Neuronal-specific septin-3	SEPT3	Q9UH03	SEPTIN3
18317-111	AN1-type zinc finger protein 5	ZFAN5	O76080	ZFAND5
18318-98	Endophilin-A3	SH3G3	Q99963	SH3GL3
18319-7	Pyruvate dehydrogenase protein X component, mitochondrial	ODPX	O00330	PDHX
18321-38	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	MTDC	P13995	MTHFD2
18322-15	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	JMJD6	Q6NYC1	JMJD6
18323-39	Dihydropyrimidinase-related protein 1	DRP-1	Q14194	CRMP1
18324-61	Sulfite oxidase, mitochondrial	SUOX	P51687	SUOX
18326-50	Melanoma-associated antigen 8	MAGA8	P43361	MAGEA8
18327-6	Sorting nexin-5	SNX5	Q9Y5X3	SNX5
18328-36	Pyrroline-5-carboxylate reductase 2	P5CR2	Q96C36	PYCR2
18329-4	Ribose-phosphate pyrophosphokinase 2	PRPS2	P11908	PRPS2
18330-7	Phosphoglucomutase-2	PGM2	Q96G03	PGM2
18331-3	Glucosylceramidase	GLCM	P04062	GBA
18332-17	Complexin-1	CPLX1	O14810	CPLX1
18336-31	Cytidine deaminase	CDA	P32320	CDA
18337-4	GDP-mannose 4,6 dehydratase	GMDS	O60547	GMDS
18338-26	Isocitrate dehydrogenase [NADP] cytoplasmic	IDH	O75874	IDH1
18339-207	Proteasome subunit beta type-3	PSB3	P49720	PSMB3
18340-2	Proteasome subunit beta type-4	Proteasome beta chain	P28070	PSMB4
18342-2	Phosphoserine aminotransferase	SERC	Q9Y617	PSAT1
18343-10	Peroxisomal 2,4-dienoyl-CoA reductase	DECR2	Q9NUI1	DECR2
18347-15	Laminin-2	Laminin-2	P11047 | P07942 | P24043	LAMC1 | LAMB1 | LAMA2
18348-89	Heterogeneous nuclear ribonucleoprotein D0	HNRPD	Q14103	HNRNPD
18373-13	Radixin	Radixin	P35241	RDX
18375-28	Interleukin-36 receptor antagonist protein	IL-1F5	Q9UBH0	IL36RN
18376-19	Myosin light chain 3	Myosin light chain 1	P08590	MYL3
18380-78	Serum albumin	Albumin	P02768	ALB
18381-16	Aldehyde dehydrogenase, mitochondrial	ALDH-E2	P05091	ALDH2
18382-109	Catechol O-methyltransferase	Catechol O-methyltransferase	P21964	COMT
18383-9	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3	Q00688	FKBP3
18385-4	26S proteasome non-ATPase regulatory subunit 10	PSD10	O75832	PSMD10
18386-36	Glutaredoxin-1	GLRX1	P35754	GLRX
18387-7	Hsc70-interacting protein	suppression of tumorigenicity 13	P50502	ST13
18389-11	Interferon alpha-1/13	IFNA1	P01562	IFNA1
18392-19	Methionine adenosyltransferase 2 subunit beta	MAT2B	Q9NZL9	MAT2B
18395-5	[Protein ADP-ribosylarginine] hydrolase	ADPRH	P54922	ADPRH
18396-10	Amino-terminal enhancer of split	AES	Q08117	TLE5
18397-5	Aldo-keto reductase family 1 member C4	AK1C4	P17516	AKR1C4
18398-1	3-oxo-5-beta-steroid 4-dehydrogenase	AK1D1	P51857	AKR1D1
18399-1	A-kinase anchor protein 7 isoforms alpha and beta	AKA7A	O43687	AKAP7
18400-52	DNA oxidative demethylase ALKBH2	ALKB2	Q6NS38	ALKBH2
18401-18	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	ALKB3	Q96Q83	ALKBH3
18402-1	AMMECR1-like protein	AMERL	Q6DCA0	AMMECR1L
18403-25	AMP deaminase 2	AMPD2	Q01433	AMPD2
18404-22	Ankyrin repeat domain-containing protein 54	ANR54	Q6NXT1	ANKRD54
18405-117	AP-1 complex subunit sigma-2	AP1S2	P56377	AP1S2
18407-36	ADP-ribosylation factor-like protein 2-binding protein	AR2BP	Q9Y2Y0	ARL2BP
18408-26	ADP-ribosylation factor 4	ARF4	P18085	ARF4
18409-61	ADP-ribosylation factor 5	ARF5	P84085	ARF5
18410-26	ADP-ribosylation factor-like protein 14	ARL14	Q8N4G2	ARL14
18411-83	ADP-ribosylation factor-like protein 15	ARL15	Q9NXU5	ARL15
18413-24	ADP-ribosylation factor-like protein 4D	ARL4D	P49703	ARL4D
18414-26	ADP-ribosylation factor-like protein 5A	ARL5A	Q9Y689	ARL5A
18415-16	ADP-ribosylation factor-like protein 6	ARL6	Q9H0F7	ARL6
18416-3	ADP-ribosylation factor-like protein 9	ARL9	Q6T311	ARL9
18417-3	Arsenite methyltransferase	AS3MT	Q9HBK9	AS3MT
18419-20	Actin-related protein 2/3 complex subunit 5	p16-ARC	O15511	ARPC5
18422-41	Diphosphomevalonate decarboxylase	ERG19	P53602	MVD
18429-10	Cadherin-1	Cadherin E	P12830	CDH1
18432-32	Ras-related protein Ral-B	RALB	P11234	RALB
18434-141	TATA box-binding protein-like protein 1	TBPL1	P62380	TBPL1
18435-40	UBX domain-containing protein 2B	UBX2B	Q14CS0	UBXN2B
18449-33	Peptidyl-prolyl cis-trans isomerase G	PPIG	Q13427	PPIG
18458-4	Prostaglandin E synthase 2	PGES2	Q9H7Z7	PTGES2
18483-36	Guanine nucleotide exchange factor MSS4	MSS4	P47224	RABIF
18813-15	ATP-dependent RNA helicase DDX19A	DD19A	Q9NUU7	DDX19A
18814-21	Inhibin beta A chain:Inhibin beta C chain heterodimer	Activin AC	P08476 | P55103	INHBA | INHBC
18817-50	Chromobox protein homolog 1	CBX1	P83916	CBX1
18819-21	Peptidyl-prolyl cis-trans isomerase C	PPIC	P45877	PPIC
18821-9	C4a anaphylatoxin	C4a	P0C0L5 | P0C0L4	C4B | C4A
18823-52	Histone H2B type 3-B	H2B3B	Q8N257	H2BU1
18824-7	Eukaryotic initiation factor 4A-II	IF4A2	Q14240	EIF4A2
18829-4	Eukaryotic initiation factor 4A-I	IF4A1	P60842	EIF4A1
18830-1	Intelectin-1	Omentin	Q8WWA0	ITLN1
18831-6	Leucine-rich repeats and immunoglobulin-like domains protein 1	LRIG1	Q96JA1	LRIG1
18832-65	Serum amyloid A-2 protein	SAA2	P0DJI9	SAA2
18833-76	Astrocytic phosphoprotein PEA-15	PEA15	Q15121	PEA15
18837-9	Small glutamine-rich tetratricopeptide repeat-containing protein beta	SGTB	Q96EQ0	SGTB
18839-24	Thyroglobulin	Thyroglobulin	P01266	TG
18840-205	SH2 domain-containing protein 1B	SH21B	O14796	SH2D1B
18841-1	Serpin B13	SPB13	Q9UIV8	SERPINB13
18842-24	Ubiquitin-conjugating enzyme E2 D2	UB2D2	P62837	UBE2D2
18859-7	Eukaryotic translation initiation factor 4E-binding protein 3	4EBP3	O60516	EIF4EBP3
18860-2	Calcium/calmodulin-dependent protein kinase kinase 1	CaMKK alpha	Q8N5S9	CAMKK1
18863-176	Carbohydrate sulfotransferase 2	CHST2	Q9Y4C5	CHST2
18864-7	Trypsin-3	TRY3	P35030	PRSS3
18866-8	Calcineurin subunit B type 2	CANB2	Q96LZ3	PPP3R2
18868-7	Chromobox protein homolog 3	CBX3	Q13185	CBX3
18870-1	T-cell surface glycoprotein CD3 epsilon chain	CD3E	P07766	CD3E
18871-24	Allograft inflammatory factor 1-like	AIF1L	Q9BQI0	AIF1L
18873-8	Carcinoembryonic antigen-related cell adhesion molecule 8	CEAM8	P31997	CEACAM8
18874-66	CCAAT/enhancer-binding protein alpha	CEBPA	P49715	CEBPA
18875-125	Chondrocalcin	Chondrocalcin	P02458	COL2A1
18876-77	Carbohydrate sulfotransferase 4	CHST4	Q8NCG5	CHST4
18877-15	Calponin-2	CNN2	Q99439	CNN2
18878-15	Gremlin-1	GREM1	O60565	GREM1
18880-81	Collagen Type III	Collagen Type III	P02461	COL3A1
18881-7	CD97 antigen	CD97	P48960	ADGRE5
18882-7	Calsyntenin-2	CSTN2	Q9H4D0	CLSTN2
18883-4	Destrin	DEST	P60981	DSTN
18884-22	DnaJ homolog subfamily B member 4	DNJB4	Q9UDY4	DNAJB4
18886-28	Down syndrome cell adhesion molecule-like protein 1	DSCL1	Q8TD84	DSCAML1
18887-18	Ectonucleoside triphosphate diphosphohydrolase 2	ENTP2	Q9Y5L3	ENTPD2
18887-7	Ectonucleoside triphosphate diphosphohydrolase 2	ENTP2	Q9Y5L3	ENTPD2
18888-37	Fatty acid-binding protein 12	FBP12	A6NFH5	FABP12
18890-227	Fibrinogen beta chain	Fibrinogen B	P02675	FGB
18891-98	Guanylate-binding protein 2	GBP2	P32456	GBP2
18892-48	Glypican-4	GPC4	O75487	GPC4
18893-26	Adhesion G-protein coupled receptor G1	GPR56	Q9Y653	ADGRG1
18894-1	Glutathione peroxidase 2	GPX2	P18283	GPX2
18895-54	Glutathione S-transferase Mu 4	GSTM4	Q03013	GSTM4
18896-23	Heparan-sulfate 6-O-sulfotransferase 3	H6ST3	Q8IZP7	HS6ST3
18897-31	Histone deacetylase 2	HDAC2	Q92769	HDAC2
18898-36	Hepatoma-derived growth factor-like protein 1	HDGL1	Q5TGJ6	HDGFL1
18899-82	Hepatoma-derived growth factor-related protein 3	HDGR3	Q9Y3E1	HDGFL3
18900-37	GTPase HRas	H-ras (WT)	P01112	HRAS
18901-26	Heat shock 70 kDa protein 1B	HS71B	P0DMV9	HSPA1B
18904-23	Calcium/calmodulin-dependent protein kinase type IV	KCC4	Q16566	CAMK4
18905-5	Keratin, type I cytoskeletal 16	Keratin-16	P08779	KRT16
18907-97	Killer cell immunoglobulin-like receptor 3DL1	KI3L1	P43629	KIR3DL1
18909-11	Exosome complex component RRP43	EXOS8	Q96B26	EXOSC8
18910-45	Protein lin-7 homolog A	LIN7A	O14910	LIN7A
18913-3	Cyclin-H	Cyclin H	P51946	CCNH
18914-188	Platelet-activating factor acetylhydrolase 2, cytoplasmic	PAFA2	Q99487	PAFAH2
18916-25	Inosine triphosphate pyrophosphatase	Inosine triphosphatase	Q9BY32	ITPA
18917-53	Pancreatic alpha-amylase	Pancreatic alpha-amylase	P04746	AMY2A
18918-86	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	PDE4A	P27815	PDE4A
18921-30	Phosphate-regulating neutral endopeptidase	PHEX	P78562	PHEX
18922-27	Macrosialin	CD68	P34810	CD68
18925-24	Proteasome subunit alpha type-5	Proteasome subunit alpha type 5	P28066	PSMA5
18926-7	Proteasome subunit alpha type-3	PSA3	P25788	PSMA3
18927-14	Retinoic acid early transcript 1G protein	RET1G	Q6H3X3	RAET1G
18928-10	Protein S100-Z	S100Z	Q8WXG8	S100Z
18930-28	Slit homolog 2 protein	SLIT2	O94813	SLIT2
18931-40	Slit homolog 3 protein	SLIT3	O75094	SLIT3
18932-84	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	NMNA1	Q9HAN9	NMNAT1
18933-4	Protein-glutamine gamma-glutamyltransferase 4	TGM4	P49221	TGM4
18934-50	Protein-glutamine gamma-glutamyltransferase 2	Tissue transglutaminase	P21980	TGM2
18935-14	Toll-like receptor 5	TLR5	O60602	TLR5
18938-3	Very low-density lipoprotein receptor	VLDLR	P98155	VLDLR
18942-11	Proteasome subunit beta type-9	PSB9	P28065	PSMB9
18943-4	Prostaglandin reductase 2	PTGR2	Q8N8N7	PTGR2
18945-11	Regulator of G-protein signaling 1	RGS1	Q08116	RGS1
18947-3	Leucine-rich repeat-containing protein 3B	LRC3B	Q96PB8	LRRC3B
18950-13	Ras-related C3 botulinum toxin substrate 2	RAC2	P15153	RAC2
19108-50	Methyl-CpG-binding protein 2	MECP2	P51608	MECP2
19109-32	Transcription elongation factor A protein-like 8	TCAL8	Q8IYN2	TCEAL8
19110-6	Protein MEMO1	MEMO1	Q9Y316	MEMO1
19111-10	NEDD8-conjugating enzyme Ubc12	UBC12	P61081	UBE2M
19112-2	Transcription elongation factor A protein-like 3	TCAL3	Q969E4	TCEAL3
19113-66	SH3 domain-binding glutamic acid-rich-like protein 2	SH3L2	Q9UJC5	SH3BGRL2
19114-8	Thymidine kinase 2, mitochondrial	KITM	O00142	TK2
19115-13	Carboxymethylenebutenolidase homolog	CMBL	Q96DG6	CMBL
19116-1	Biogenesis of lysosome-related organelles complex 1 subunit 5	MUTED	Q8TDH9	BLOC1S5
19117-3	Protein phosphatase 1 regulatory subunit 14A	PP14A	Q96A00	PPP1R14A
19118-47	Osteoclast-stimulating factor 1	OSTF1	Q92882	OSTF1
19119-10	DNA damage-inducible transcript 3 protein	DDIT3	P35638	DDIT3
19120-33	D-amino-acid oxidase	OXDA	P14920	DAO
19121-3	Ubiquilin-2	UBQL2	Q9UHD9	UBQLN2
19122-47	Myosin regulatory light chain 12B	ML12B	O14950	MYL12B
19123-6	NF-kappa-B inhibitor delta	IKBD	Q8NI38	NFKBID
19124-9	Ubiquitin-like domain-containing CTD phosphatase 1	UBCP1	Q8WVY7	UBLCP1
19125-26	cAMP-dependent protein kinase type II-alpha regulatory subunit	KAP2	P13861	PRKAR2A
19126-4	Regulation of nuclear pre-mRNA domain-containing protein 1B	C20orf77	Q9NQG5	RPRD1B
19127-1	Heat shock protein beta-6	HSPB6	O14558	HSPB6
19129-15	Methenyltetrahydrofolate synthase domain-containing protein	MTHFSD	Q2M296	MTHFSD
19130-81	Serpin B8	SPB8	P50452	SERPINB8
19131-184	Nucleolysin TIAR	TIAR	Q01085	TIAL1
19132-1	39S ribosomal protein L2, mitochondrial	RM02	Q5T653	MRPL2
19134-66	DNA-directed RNA polymerases I, II, and III subunit RPABC4	RPAB4	P53803	POLR2K
19135-5	7-methylguanosine phosphate-specific 5'-nucleotidase	Cytosolic 5'-nucleotidase III-like protein	Q969T7	NT5C3B
19136-22	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	MMSA	Q02252	ALDH6A1
19139-3	Heat shock factor 2-binding protein	HSF2B	O75031	HSF2BP
19141-22	Death-associated protein 1	DAP1	P51397	DAP
19142-39	DNA (cytosine-5)-methyltransferase 3-like	DNM3L	Q9UJW3	DNMT3L
19143-38	NADH-cytochrome b5 reductase 2	NB5R2	Q6BCY4	CYB5R2
19144-9	Transcription factor 4	ITF2	P15884	TCF4
19145-4	Melanoregulin	MREG	Q8N565	MREG
19147-6	Galactoside-binding soluble lectin 13	PP13	Q9UHV8	LGALS13
19148-58	Mitochondrial import inner membrane translocase subunit Tim8 A	TIM8A	O60220	TIMM8A
19150-20	Phosphoribosyl pyrophosphate synthase-associated protein 2	KPRB	O60256	PRPSAP2
19152-4	Protein phosphatase inhibitor 2	IPP2	P41236	PPP1R2
19153-53	Metallophosphoesterase MPPED2	MPPD2	Q15777	MPPED2
19154-41	Glia-derived nexin	Protease nexin I	P07093	SERPINE2
19158-1	PCNA-associated factor	PAF	Q15004	PCLAF
19159-9	DNA polymerase delta subunit 4	DNA polymerase subunit delta 4	Q9HCU8	POLD4
19161-1	Ubiquitin carboxyl-terminal hydrolase 15	UBP15	Q9Y4E8	USP15
19163-26	Leucine-rich repeat-containing protein 59	LRC59	Q96AG4	LRRC59
19166-15	40S ribosomal protein S19	RS19	P39019	RPS19
19168-71	Proline-serine-threonine phosphatase-interacting protein 1	PPIP1	O43586	PSTPIP1
19169-88	Acidic fibroblast growth factor intracellular-binding protein	FIBP	O43427	FIBP
19170-25	DNA polymerase epsilon subunit 3	DPOE3	Q9NRF9	POLE3
19173-5	AN1-type zinc finger protein 1	ZFAN1	Q8TCF1	ZFAND1
19174-141	Golgin subfamily A member 7	GOGA7	Q7Z5G4	GOLGA7
19175-18	MARCKS-related protein	MARCKSL1	P49006	MARCKSL1
19176-27	Protein FAM49B	FA49B	Q9NUQ9	CYRIB
19177-7	MOB kinase activator 1B	MOL1A	Q7L9L4	MOB1B
19180-38	PTB domain-containing engulfment adapter protein 1	GULP1	Q9UBP9	GULP1
19183-164	60S ribosomal protein L12	RL12	P30050	RPL12
19187-21	STAM-binding protein	STABP	O95630	STAMBP
19188-21	nucleosome assembly protein 1-like 4	NAP2L	Q99733	NAP1L4
19189-2	Ubiquitin carboxyl-terminal hydrolase 14	UBP14	P54578	USP14
19190-4	Ubiquitin/ISG15-conjugating enzyme E2 L6	UB2L6	O14933	UBE2L6
19193-18	Prefoldin subunit 3	PFD3	P61758	VBP1
19194-9	D-tyrosyl-tRNA(Tyr) deacylase 1	Histidyl-tRNA synthetase-related	Q8TEA8	DTD1
19195-85	40S ribosomal protein S5	RS5	P46782	RPS5
19196-73	Homeodomain-only protein	HOP	Q9BPY8	HOPX
19197-95	Acetyl-CoA acetyltransferase, mitochondrial	THIL	P24752	ACAT1
19199-3	DNA-directed RNA polymerase II subunit RPB11-a	RPB11	P52435	POLR2J
19200-16	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	NDUA5	Q16718	NDUFA5
19202-10	Tyrosine-protein kinase BTK	BTK	Q06187	BTK
19206-20	7,8-dihydro-8-oxoguanine triphosphatase	8ODP	P36639	NUDT1
19207-119	Adenosine kinase	ADK	P55263	ADK
19208-8	Activin receptor type-2A	Activin RIIA	P27037	ACVR2A
19209-6	NF-kappa-B inhibitor alpha	IKB-alpha	P25963	NFKBIA
19212-4	Deleted in malignant brain tumors 1 protein	DMBT1	Q9UGM3	DMBT1
19213-1	Serine protease inhibitor Kazal-type 4	ISK4	O60575	SPINK4
19215-7	Protein NDRG1	NDRG1	Q92597	NDRG1
19219-71	Nuclear transport factor 2	NTF-2	P61970	NUTF2
19222-124	Ras-related protein Rab-5B	RAB5B	P61020	RAB5B
19223-6	Ras-related protein Rab-1A	RAB1A	P62820	RAB1A
19224-5	Eukaryotic translation initiation factor 1A, Y-chromosomal	IF1AY	O14602	EIF1AY
19225-11	B-cell linker protein	BLNK	Q8WV28	BLNK
19227-18	Basic leucine zipper transcriptional factor ATF-like	BATF	Q16520	BATF
19228-11	BAG family molecular chaperone regulator 2	BAG-2	O95816	BAG2
19229-92	Homer protein homolog 1	HOME1	Q86YM7	HOMER1
19230-12	Glutathione S-transferase theta-1	GSTT1	P30711	GSTT1
19231-22	Protein tyrosine phosphatase type IVA 3	PRL-3	O75365	PTP4A3
19233-75	Copper transport protein ATOX1	ATOX1	O00244	ATOX1
19236-24	Activated RNA polymerase II transcriptional coactivator p15	TCP4	P53999	SUB1
19237-17	D-dopachrome decarboxylase	D-dopachrome decarboxylase	P30046	DDT
19238-12	Glutamine synthetase	GLNA	P15104	GLUL
19239-5	ADP-ribosylation factor 1	ARF1	P84077	ARF1
19240-265	28 kDa heat- and acid-stable phosphoprotein	HAP28	Q13442	PDAP1
19241-31	Retinol-binding protein 5	RBP-III	P82980	RBP5
19242-21	Prefoldin subunit 1	PFD1	O60925	PFDN1
19243-2	Prefoldin subunit 2	PFD2	Q9UHV9	PFDN2
19247-1	Ubiquitin-conjugating enzyme E2 D1	UB2D1	P51668	UBE2D1
19249-18	Lysine--tRNA ligase	SYK	Q15046	KARS1
19250-50	C-Myc-binding protein	MYCBP	Q99417	MYCBP
19251-56	Serglycin	Platelet proteoglycan	P10124	SRGN
19252-67	Proteasome subunit beta type-2	PSB2	P49721	PSMB2
19253-82	Ras-related protein Rab-2B	RAB2B	Q8WUD1	RAB2B
19254-125	GMP reductase 1	GMPR1	P36959	GMPR
19255-124	NTF2-related export protein 2	NXT2	Q9NPJ8	NXT2
19257-11	Clathrin light chain A	CLCA	P09496	CLTA
19258-24	Glutaryl-CoA dehydrogenase, mitochondrial	GCDH	Q92947	GCDH
19259-176	Eukaryotic translation initiation factor 2 subunit 1	IF2A	P05198	EIF2S1
19260-4	PDZ domain-containing protein GIPC1	GIPC1	O14908	GIPC1
19261-12	Syntenin-2	SDCB2	Q9H190	SDCBP2
19262-219	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADV	P49748	ACADVL
19263-147	Eukaryotic translation initiation factor 4E	IF4E	P06730	EIF4E
19264-6	Replication protein A 32 kDa subunit	RFA2	P15927	RPA2
19265-9	T-complex protein 1 subunit alpha	TCPA	P17987	TCP1
19266-35	Ras GTPase-activating protein-binding protein 1	G3BP1	Q13283	G3BP1
19267-14	Hydroxyacylglutathione hydrolase, mitochondrial	GLO2	Q16775	HAGH
19270-26	Tyrosine--tRNA ligase, cytoplasmic	SYYC	P54577	YARS1
19271-64	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	P63096	GNAI1
19272-9	Peflin	PEF1	Q9UBV8	PEF1
19273-3	Glutathione reductase, mitochondrial	Glutathione reductase	P00390	GSR
19274-80	Alpha-1-syntrophin	Alpha-1-syntrophin	Q13424	SNTA1
19275-68	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	IDH3G	P51553	IDH3G
19276-124	Small nuclear ribonucleoprotein G	RUXG	P62308	SNRPG
19277-4	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1	KAT	Q8NFU3	TSTD1
19278-19	Ras-related protein Rab-1B	RAB1B	Q9H0U4	RAB1B
19279-42	Retinol-binding protein 1	CRBP	P09455	RBP1
19280-29	Ubiquitin-conjugating enzyme E2 D3	UB2D3	P61077	UBE2D3
19281-86	Transcription factor MafG	MAFG	O15525	MAFG
19282-3	Ras-related protein Rab-13	RAB13	P51153	RAB13
19286-30	Myosin light chain 5	MLR5	Q02045	MYL5
19287-59	Density-regulated protein	DENR	O43583	DENR
19289-29	Uroporphyrinogen decarboxylase	DCUP	P06132	UROD
19290-5	Hypoxanthine-guanine phosphoribosyltransferase	HPRT	P00492	HPRT1
19291-2	Calsequestrin-2	CASQ2	O14958	CASQ2
19293-6	Vacuolar protein sorting-associated protein 26A	VP26A	O75436	VPS26A
19294-26	Cysteine-rich PDZ-binding protein	CRIPT	Q9P021	CRIPT
19295-32	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PP1G	P36873	PPP1CC
19296-51	Myosin regulatory light chain 2, atrial isoform	MLRA	Q01449	MYL7
19297-4	Glucose-6-phosphate 1-dehydrogenase	G6PD	P11413	G6PD
19302-7	GTPase IMAP family member 6	GIMA6	Q6P9H5	GIMAP6
19303-64	Protein PET117 homolog, mitochondrial	PT117	Q6UWS5	PET117
19310-81	Coatomer subunit epsilon	COPE	O14579	COPE
19311-15	Beta-crystallin S	CRBS	P22914	CRYGS
19316-2	Iron-sulfur cluster co-chaperone protein HscB, mitochondrial	HSC20	Q8IWL3	HSCB
19317-114	Prostatic acid phosphatase	Prostatic acid phosphatase	P15309	ACP3
19323-1	Receptor-binding cancer antigen expressed on SiSo cells	RCAS1	O00559	EBAG9
19325-21	Protein ABHD14B	ABHEB	Q96IU4	ABHD14B
19327-31	Histone acetyltransferase type B catalytic subunit	Hat1	O14929	HAT1
19328-51	Serine/threonine-protein kinase Chk2	Chk2	O96017	CHEK2
19329-31	Homeodomain-interacting protein kinase 3	HIPK3	Q9H422	HIPK3
19331-117	Brain-specific angiogenesis inhibitor 1-associated protein 2	BAIP2	Q9UQB8	BAIAP2
19331-18	Brain-specific angiogenesis inhibitor 1-associated protein 2	BAIP2	Q9UQB8	BAIAP2
19332-1	MOB-like protein phocein	MOBL3	Q9Y3A3	MOB4
19333-4	Heterogeneous nuclear ribonucleoprotein K	hnRNP K	P61978	HNRNPK
19334-62	Thioredoxin domain-containing protein 12	TXD12	O95881	TXNDC12
19335-2	Hematological and neurological expressed 1 protein	HN1	Q9UK76	JPT1
19338-3	Protein LZIC	LZIC	Q8WZA0	LZIC
19341-36	Acyl-CoA-binding domain-containing protein 6	ACBD6	Q9BR61	ACBD6
19342-81	Ras-related protein Rap-1A	RAP1A	P62834	RAP1A
19347-37	Carbonic anhydrase 12	Carbonic Anhydrase XII	O43570	CA12
19353-25	Osteopetrosis-associated transmembrane protein 1	OSTM1	Q86WC4	OSTM1
19356-20	TOM1-like protein 2	TM1L2	Q6ZVM7	TOM1L2
19357-11	Vesicle-associated membrane protein 7	VAMP7	P51809	VAMP7
19360-22	Leucine-rich repeat transmembrane neuronal protein 1	LRRT1	Q86UE6	LRRTM1
19361-78	Matrilin-3	MATN3	O15232	MATN3
19364-163	Proliferating cell nuclear antigen	PCNA	P12004	PCNA
19365-11	Branched-chain-amino-acid aminotransferase, mitochondrial	BCAT2	O15382	BCAT2
19366-8	Peroxisome assembly protein 26	PEX26	Q7Z412	PEX26
